SYSTSK_LOG_ID,SYSTASK_ID,MESSAGE_TYPE,MESSAGE_TEXT,SERVER,LOG_FILE_NAME,OBJECT_VERSION_NUMBER,CREATION_DATE,CREATED_BY,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN
"300002681268228","300002681258694","INFO","The process is started processing data to load data into import interface tables.",,,"1","2018-12-20 19:26:21.008000","pawan.sarngal@oracle.com","2018-12-20 19:26:21.012000","pawan.sarngal@oracle.com","7D772CBBBBA78520E0538C1ECD0A0E64",
"300002681268230","300002681258694","INFO","Started loading process for interface table",,,"1","2018-12-20 19:26:22.237000","pawan.sarngal@oracle.com","2018-12-20 19:26:22.241000","pawan.sarngal@oracle.com","7D772CBBBBA78520E0538C1ECD0A0E64",
"300002681268262","300002681258694","INFO","Number of records loaded to interface table after  0 days, 0 hours, 0 minutes, 1 seconds. is  6",,,"1","2018-12-20 19:26:23.925000","pawan.sarngal@oracle.com","2018-12-20 19:26:24.137000","pawan.sarngal@oracle.com","7D772CBBBBA78520E0538C1ECD0A0E64",
"300002681268264","300002681258694","INFO","Interface table upload completed and The time taken is 0 days, 0 hours, 0 minutes, 1 seconds.",,,"1","2018-12-20 19:26:23.927000","pawan.sarngal@oracle.com","2018-12-20 19:26:24.139000","pawan.sarngal@oracle.com","7D772CBBBBA78520E0538C1ECD0A0E64",
"300002681268266","300002681258694","INFO","Completed importing all the records to Interface table and number of records processed at Interface table level: 6",,,"1","2018-12-20 19:26:23.928000","pawan.sarngal@oracle.com","2018-12-20 19:26:24.142000","pawan.sarngal@oracle.com","7D772CBBBBA78520E0538C1ECD0A0E64",
"300002681268268","300002681258694","INFO","Completed importing all the records to Interface table and Error count at Interface table level: 30",,,"1","2018-12-20 19:26:23.929000","pawan.sarngal@oracle.com","2018-12-20 19:26:24.145000","pawan.sarngal@oracle.com","7D772CBBBBA78520E0538C1ECD0A0E64",
"300002681268270","300002681258694","INFO","The process finishes loading data into import interface tables.",,,"1","2018-12-20 19:26:24.173000","pawan.sarngal@oracle.com","2018-12-20 19:26:24.176000","pawan.sarngal@oracle.com","7D772CBBBBA78520E0538C1ECD0A0E64",
"300002681268272","300002681258694","INFO","Import job completed.",,,"1","2018-12-20 19:26:29.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:29.011000","pawan.sarngal@oracle.com","7D76E9A26B7B9944E053861ECD0A78D5",
"300002681265968","300002681258694","INFO","Initiate the process to load the data to fusion tables after validation.",,,"1","2018-12-20 19:26:29.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:29.010000","pawan.sarngal@oracle.com","7D76E9A26B7B9944E053861ECD0A78D5",
"300002681264302","300002681258694","INFO","Initiate the process to load the data to fusion tables after validation.",,,"1","2018-12-20 19:26:29.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:29.011000","pawan.sarngal@oracle.com","7D76E9A26B7B9944E053861ECD0A78D5",
"300002681279207","300002681258694","INFO","Initiating the process to verify the data before loading the data to fusion tables.",,,"1","2018-12-20 19:26:30.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:30.011000","pawan.sarngal@oracle.com","7D76E9A26B7B9944E053861ECD0A78D5",
"300002681274901","300002681258694","INFO","Processing is in progress to verify the data, before loading the data to fusion tables.",,,"1","2018-12-20 19:26:31.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:31.013000","pawan.sarngal@oracle.com","7D76E9A26B7B9944E053861ECD0A78D5",
"100002028775385","300002681258694","DEBUG","ODI Step: N_IMPORT_JOB_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775379","300002681258694","DEBUG","ODI Step: N_BATCH_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775380","300002681258694","DEBUG","ODI Step: L_USER Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775381","300002681258694","DEBUG","ODI Step: L_LOGIN Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775382","300002681258694","DEBUG","ODI Step: N_REQUEST_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775383","300002681258694","DEBUG","ODI Step: L_PRIMARY_LANGUAGE Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775384","300002681258694","DEBUG","ODI Step: SYSTASK_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775386","300002681258694","DEBUG","ODI Step: Create System Tasks Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028775387","300002681258694","DEBUG","ODI Step: N_QSC_PROFILE_INV_ORG_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 1",,,"1","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","2018-12-20 19:26:39.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
