SYSTSK_LOG_ID,SYSTASK_ID,MESSAGE_TYPE,MESSAGE_TEXT,SERVER,LOG_FILE_NAME,OBJECT_VERSION_NUMBER,CREATION_DATE,CREATED_BY,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN
"300002681265233","300002681258656","INFO","Started processing data to load data into import interface tables.",,,"1","2018-12-20 18:58:55.000000","pawan.sarngal@oracle.com","2018-12-20 18:58:55.013000","pawan.sarngal@oracle.com","7D77D3CB58C4BA78E053981ECD0A1DC3",
"300002681347387","300002681347383","INFO","The process create control fill successfully at location : UCMFA07092576",,,"1","2018-12-20 18:59:02.869000","pawan.sarngal@oracle.com","2018-12-20 18:59:02.874000","pawan.sarngal@oracle.com","7D73E0A3597077A9E053881ECD0A945F",
"300002681347389","300002681347383","INFO","ESS SQL LOADER Job STARTED at : 2018-12-20 18:59:03:844",,,"1","2018-12-20 18:59:02.871000","pawan.sarngal@oracle.com","2018-12-20 18:59:02.881000","pawan.sarngal@oracle.com","7D73E0A3597077A9E053881ECD0A945F",
"300002681371136","300002681371132","INFO","The process create control fill successfully at location : UCMFA07092578",,,"1","2018-12-20 18:59:06.567000","pawan.sarngal@oracle.com","2018-12-20 18:59:06.573000","pawan.sarngal@oracle.com","7D7104DBC2323091E0539A1ECD0A2036",
"300002681371138","300002681371132","INFO","ESS SQL LOADER Job STARTED at : 2018-12-20 18:59:07:188",,,"1","2018-12-20 18:59:06.570000","pawan.sarngal@oracle.com","2018-12-20 18:59:06.579000","pawan.sarngal@oracle.com","7D7104DBC2323091E0539A1ECD0A2036",
"300002681264292","300002681347383","INFO","ESS SQL LOADER Job ENDED at : 2018-12-20 18:59:19:820",,,"1","2018-12-20 18:59:19.000000","pawan.sarngal@oracle.com","2018-12-20 18:59:19.084000","pawan.sarngal@oracle.com","7D773984CB4E9564E0539A1ECD0ABA6E",
"300002681264294","300002681347383","DEBUG","ESS SQL LOADER Job Request Id: 6402183",,,"1","2018-12-20 18:59:19.092000","pawan.sarngal@oracle.com","2018-12-20 18:59:19.095000","pawan.sarngal@oracle.com","7D773984CB4E9564E0539A1ECD0ABA6E",
"300002681264296","300002681347383","DEBUG","ESS SQL LOADER Job: 1 rows inserted to interface table QSC_IMP_PROD_GROUPS",,,"1","2018-12-20 18:59:19.491000","pawan.sarngal@oracle.com","2018-12-20 18:59:19.494000","pawan.sarngal@oracle.com","7D773984CB4E9564E0539A1ECD0ABA6E",
"300002681264298","300002681258656","INFO","Interface Table upload Completed for Input File : ProductGroup.csv",,,"1","2018-12-20 18:59:20.194000","pawan.sarngal@oracle.com","2018-12-20 18:59:20.203000","pawan.sarngal@oracle.com","7D773984CB4E9564E0539A1ECD0ABA6E",
"300002681347391","300002681371132","INFO","ESS SQL LOADER Job ENDED at : 2018-12-20 18:59:21:168",,,"1","2018-12-20 18:59:21.000000","pawan.sarngal@oracle.com","2018-12-20 18:59:21.012000","pawan.sarngal@oracle.com","7D7739D9FC949B3DE053881ECD0A40E8",
"300002681347393","300002681371132","DEBUG","ESS SQL LOADER Job Request Id: 6402184",,,"1","2018-12-20 18:59:21.021000","pawan.sarngal@oracle.com","2018-12-20 18:59:21.024000","pawan.sarngal@oracle.com","7D7739D9FC949B3DE053881ECD0A40E8",
"300002681347395","300002681371132","DEBUG","ESS SQL LOADER Job: 7 rows inserted to interface table QSC_IMP_PROD_GROUP_REL",,,"1","2018-12-20 18:59:21.092000","pawan.sarngal@oracle.com","2018-12-20 18:59:21.095000","pawan.sarngal@oracle.com","7D7739D9FC949B3DE053881ECD0A40E8",
"300002681347397","300002681258656","INFO","Interface Table upload Completed for Input File : ProductGroupRelationship.csv",,,"1","2018-12-20 18:59:21.781000","pawan.sarngal@oracle.com","2018-12-20 18:59:21.792000","pawan.sarngal@oracle.com","7D7739D9FC949B3DE053881ECD0A40E8",
"300002681371140","300002681258656","INFO","Initiate the process to load the data to fusion tables after validation.",,,"1","2018-12-20 18:59:24.000000","pawan.sarngal@oracle.com","2018-12-20 18:59:24.011000","pawan.sarngal@oracle.com","7D773AACC3A7598FE0538C1ECD0A5DD7",
"300002681354233","300002681258656","INFO","Initiate the process to load the data to fusion tables after validation.",,,"1","2018-12-20 18:59:24.000000","pawan.sarngal@oracle.com","2018-12-20 18:59:24.011000","pawan.sarngal@oracle.com","7D773AACC3A7598FE0538C1ECD0A5DD7",
"300002681416361","300002681258656","INFO","Import job completed.",,,"1","2018-12-20 18:59:25.000000","pawan.sarngal@oracle.com","2018-12-20 18:59:25.091000","pawan.sarngal@oracle.com","7D773AACC3A7598FE0538C1ECD0A5DD7",
"300002681347399","300002681258656","INFO","Initiating the process to verify the data before loading the data to fusion tables.",,,"1","2018-12-20 18:59:25.000000","pawan.sarngal@oracle.com","2018-12-20 18:59:25.010000","pawan.sarngal@oracle.com","7D773AACC3A7598FE0538C1ECD0A5DD7",
