SYSTSK_LOG_ID,SYSTASK_ID,MESSAGE_TYPE,MESSAGE_TEXT,SERVER,LOG_FILE_NAME,OBJECT_VERSION_NUMBER,CREATION_DATE,CREATED_BY,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN
"300002681271224","300002681230669","INFO","Started processing data to load data into import interface tables.",,,"1","2018-12-21 06:25:35.000000","pawan.sarngal@oracle.com","2018-12-21 06:25:35.017000","pawan.sarngal@oracle.com","7D7119C2330A7FD6E053841ECD0ADB58",
"300002681416483","300002681416479","INFO","The process create control fill successfully at location : UCMFA07092913",,,"1","2018-12-21 06:25:45.782000","pawan.sarngal@oracle.com","2018-12-21 06:25:45.789000","pawan.sarngal@oracle.com","7D79F8C215ABDF02E053981ECD0A9AAF",
"300002681416485","300002681416479","INFO","ESS SQL LOADER Job STARTED at : 2018-12-21 06:25:45:981",,,"1","2018-12-21 06:25:45.786000","pawan.sarngal@oracle.com","2018-12-21 06:25:45.800000","pawan.sarngal@oracle.com","7D79F8C215ABDF02E053981ECD0A9AAF",
"300002681265337","300002681265333","INFO","The process create control fill successfully at location : UCMFA07092915",,,"1","2018-12-21 06:25:50.995000","pawan.sarngal@oracle.com","2018-12-21 06:25:51.002000","pawan.sarngal@oracle.com","7D82909019722B97E053981ECD0ACD4A",
"300002681265339","300002681265333","INFO","ESS SQL LOADER Job STARTED at : 2018-12-21 06:25:51:554",,,"1","2018-12-21 06:25:50.999000","pawan.sarngal@oracle.com","2018-12-21 06:25:51.009000","pawan.sarngal@oracle.com","7D82909019722B97E053981ECD0ACD4A",
"300002681371366","300002681416479","INFO","ESS SQL LOADER Job ENDED at : 2018-12-21 06:26:03:449",,,"1","2018-12-21 06:26:03.000000","pawan.sarngal@oracle.com","2018-12-21 06:26:03.015000","pawan.sarngal@oracle.com","7D81B557A95ECDACE053881ECD0A4080",
"300002681371368","300002681416479","DEBUG","ESS SQL LOADER Job Request Id: 6402516",,,"1","2018-12-21 06:26:03.025000","pawan.sarngal@oracle.com","2018-12-21 06:26:03.028000","pawan.sarngal@oracle.com","7D81B557A95ECDACE053881ECD0A4080",
"300002681371370","300002681416479","DEBUG","ESS SQL LOADER Job: 1 rows inserted to interface table QSC_IMP_PROD_GROUPS",,,"1","2018-12-21 06:26:03.263000","pawan.sarngal@oracle.com","2018-12-21 06:26:03.267000","pawan.sarngal@oracle.com","7D81B557A95ECDACE053881ECD0A4080",
"300002681371372","300002681230669","INFO","Interface Table upload Completed for Input File : ProductGroup.csv",,,"1","2018-12-21 06:26:03.935000","pawan.sarngal@oracle.com","2018-12-21 06:26:03.952000","pawan.sarngal@oracle.com","7D81B557A95ECDACE053881ECD0A4080",
"300002681416487","300002681265333","INFO","ESS SQL LOADER Job ENDED at : 2018-12-21 06:26:08:425",,,"1","2018-12-21 06:26:08.000000","pawan.sarngal@oracle.com","2018-12-21 06:26:08.016000","pawan.sarngal@oracle.com","7D8331A89E5DBF47E0538C1ECD0AFDCF",
"300002681416489","300002681265333","DEBUG","ESS SQL LOADER Job Request Id: 6402517",,,"1","2018-12-21 06:26:08.028000","pawan.sarngal@oracle.com","2018-12-21 06:26:08.032000","pawan.sarngal@oracle.com","7D8331A89E5DBF47E0538C1ECD0AFDCF",
"300002681416491","300002681265333","DEBUG","ESS SQL LOADER Job: 278 rows inserted to interface table QSC_IMP_PROD_GROUP_REL",,,"1","2018-12-21 06:26:08.102000","pawan.sarngal@oracle.com","2018-12-21 06:26:08.106000","pawan.sarngal@oracle.com","7D8331A89E5DBF47E0538C1ECD0AFDCF",
