SYSTSK_LOG_ID,SYSTASK_ID,MESSAGE_TYPE,MESSAGE_TEXT,SERVER,LOG_FILE_NAME,OBJECT_VERSION_NUMBER,CREATION_DATE,CREATED_BY,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN
"300002681263904","300002681258594","INFO","The process is started processing data to load data into import interface tables.",,,"1","2018-12-20 15:04:23.055000","pawan.sarngal@oracle.com","2018-12-20 15:04:23.065000","pawan.sarngal@oracle.com","7D714D7DDD2F7EF8E0539A1ECD0ADACA",
"300002681263906","300002681258594","INFO","Started loading process for interface table",,,"1","2018-12-20 15:04:25.157000","pawan.sarngal@oracle.com","2018-12-20 15:04:25.161000","pawan.sarngal@oracle.com","7D714D7DDD2F7EF8E0539A1ECD0ADACA",
"300002681264187","300002681258594","INFO","Number of records loaded to interface table after  0 days, 0 hours, 0 minutes, 0 seconds. is  279",,,"1","2018-12-20 15:04:25.774000","pawan.sarngal@oracle.com","2018-12-20 15:04:26.747000","pawan.sarngal@oracle.com","7D714D7DDD2F7EF8E0539A1ECD0ADACA",
"300002681264189","300002681258594","INFO","Interface table upload completed and The time taken is 0 days, 0 hours, 0 minutes, 0 seconds.",,,"1","2018-12-20 15:04:25.776000","pawan.sarngal@oracle.com","2018-12-20 15:04:26.750000","pawan.sarngal@oracle.com","7D714D7DDD2F7EF8E0539A1ECD0ADACA",
"300002681264191","300002681258594","INFO","Completed importing all the records to Interface table and number of records processed at Interface table level: 279",,,"1","2018-12-20 15:04:25.777000","pawan.sarngal@oracle.com","2018-12-20 15:04:26.753000","pawan.sarngal@oracle.com","7D714D7DDD2F7EF8E0539A1ECD0ADACA",
"300002681264193","300002681258594","INFO","Completed importing all the records to Interface table and Error count at Interface table level: 0",,,"1","2018-12-20 15:04:25.778000","pawan.sarngal@oracle.com","2018-12-20 15:04:26.755000","pawan.sarngal@oracle.com","7D714D7DDD2F7EF8E0539A1ECD0ADACA",
"300002681264195","300002681258594","INFO","The process finishes loading data into import interface tables.",,,"1","2018-12-20 15:04:26.783000","pawan.sarngal@oracle.com","2018-12-20 15:04:26.787000","pawan.sarngal@oracle.com","7D714D7DDD2F7EF8E0539A1ECD0ADACA",
"300002681274855","300002681258594","INFO","Initiate the process to load the data to fusion tables after validation.",,,"1","2018-12-20 15:04:32.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:32.151000","pawan.sarngal@oracle.com","7D714D7E19376985E053861ECD0A15BB",
"300002681264976","300002681258594","INFO","Initiating the process to verify the data before loading the data to fusion tables.",,,"1","2018-12-20 15:04:36.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:36.148000","pawan.sarngal@oracle.com","7D714D7E19376985E053861ECD0A15BB",
"300002681274857","300002681258594","INFO","Import job completed.",,,"1","2018-12-20 15:04:37.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:37.012000","pawan.sarngal@oracle.com","7D714D7E19376985E053861ECD0A15BB",
"300002681279061","300002681258594","INFO","Processing is in progress to verify the data, before loading the data to fusion tables.",,,"1","2018-12-20 15:04:37.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:37.030000","pawan.sarngal@oracle.com","7D714D7E19376985E053861ECD0A15BB",
"300002681268005","300002681258594","INFO","Initiate the process to load the data to fusion tables after validation.",,,"1","2018-12-20 15:04:37.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:37.023000","pawan.sarngal@oracle.com","7D714D7E19376985E053861ECD0A15BB",
"100002028724554","300002681258594","DEBUG","ODI Step: print var Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028724553","300002681258594","DEBUG","ODI Step: N_QSC_PROFILE_INV_ORG_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028724571","300002681258594","DEBUG","ODI Step: Update Internal Action Code to INSERT - Parent Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028724570","300002681258594","DEBUG","ODI Step: Match Inventory Item Id Errors: 0  Inserts: 0  Updates: 0  Duration: 1",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028724549","300002681258594","DEBUG","ODI Step: N_BATCH_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028724550","300002681258594","DEBUG","ODI Step: L_USER Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028724551","300002681258594","DEBUG","ODI Step: SYSTASK_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
"100002028724552","300002681258594","DEBUG","ODI Step: N_IMPORT_JOB_ID Errors: 0  Inserts: 0  Updates: 0  Duration: 0",,,"1","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","2018-12-20 15:04:45.000000","pawan.sarngal@oracle.com","SALES_CATALOG_ADMINISTRATOR",
